Folder,date,name,keycode,VUV,MFCC0,mean_f0,F1,F2,arousal,dominance,valence,angry,disgusted,fearful,happy,neutral,sad,surprised,std_f0,std_arousal,std_valence,falling_ratio,falling-rising_ratio,rising_ratio,rising-falling_ratio,Audio Length,sentence_counts,word_counts,speaking_rate_w,syll_counts,speaking_rate_s,text,win,gender
2024-09-03_16-53-55_UTC_Mike_Rogers_C_dlwzFvM9b,2024/9/3,Mike Rogers,C_dlwzFvM9b,0.8437458961170721,-0.33284148583439455,132.20513391026603,721.3789567165711,1833.9508260188074,0.029735376229946937,0.6632908305189581,-0.20520477418772112,0.00015479843404011775,4.7053000995189565e-05,1.0177431338869051e-05,0.0004838806476342814,0.9989657723727259,4.897736427193604e-05,5.216973691665749e-07,14.335676798442865,0.07362928790002718,0.16078831993595608,0.25,0.3333333333333333,0.0,0.4166666666666667,60.63997732426304,12,191,3.149736147757256,258,4.254617414248021," think of this, since they've started all of this, and by the way, you got to be careful of them.  They're saying, oh, well, we'll scale them back. My opponent said she would never vote for an EV  mandate and then got elected and voted for an EV mandate. I would not trust them on going forward  on this issue that is so critical to a state like Michigan and Harris included. 2,400 jobs at  Stellantis layoffs, 1,000 jobs at General Motors announced layoffs. Ford says they're pulling back  on plants, lost $100,000 plus per EV that they sold. Think of that. And this is all because of  government mandates, government intervention. They told the car companies you got to build them,  told buyers you're going to have to buy them eventually. And it's wrong for the state. It's  wrong for the country. Markets work, mandates don't. And it's really having a negative impact  here. And you hope that they wake up at least and see the damage that they're doing. Washington DC  couldn't make it.  Manage their way out of a paper bag, let alone one seventh of our economy.",L,M
2024-09-03_18-22-40_UTC_Ted_Cruz_C_dwJpVP1Z9,2024/9/3,Ted Cruz,C_dwJpVP1Z9,0.7797919062432699,-0.39077374253982167,125.5654535877679,574.5780143570883,1612.3658179243073,-0.3157650962373501,0.5569840307058438,-0.18416563644103945,6.951391908613709e-06,0.021646652387313114,1.460691740028975e-06,0.09635448676035015,0.881950396604263,7.921919385819641e-06,2.790701436785233e-08,20.784731129696326,0.1427526826879302,0.19637821706592778,0.1538461538461538,0.2307692307692307,0.1538461538461538,0.4615384615384615,60.92,13,177,2.9054497701904136,283,4.645436638214052," that particular bill was a terrible bill. It was a partisan bill that Chuck Schumer was responsible  for and it would have made the problem worse. So that bill codified, put into law, Joe Biden and  Kamala Harris' catch and release policies. It put into law that illegal immigrants would be given  work permits when they got here. It also put into law that illegal immigrants would be given  taxpayer-funded lawyers. It gave billions of dollars to sanctuary cities and to the non-governmental  organizations that are helping the human traffickers. And here was the worst part about it.  do that now. He doesn't need the bill to do that now. So understand the basic facts.  It normalized 5,000 illegal immigrants a day.  That's 1.8 million a year.  And it normalized that every year in perpetuity.  It was a terrible bill.  When Joe Biden and Kamala Harris came into office, they inherited the lowest rate of illegal immigration in 45 years.  I worked hand in hand with President Trump to secure the border, and we achieved incredible success.",W,M
2024-09-03_23-11-05_UTC_Bob_Casey_C_eRKK1vFyz,2024/9/3,Bob Casey,C_eRKK1vFyz,0.9185874237668269,-0.5167807464798292,220.6054375758469,1108.9727944916203,1812.4898734803712,0.24217725019441297,0.7259513163782053,-0.16773080723433423,0.3116610808253493,0.02578669093299656,0.0022055682799748725,0.005238050654156828,0.6234871429418816,0.0015344846616998345,5.216557479630042e-05,27.961476152263874,0.15676002572246756,0.23698594925887936,0.2857142857142857,0.0,0.0,0.7142857142857143,24.96,7,69,2.7644230769230766,106,4.246794871794871," People of Pittsburgh, southwestern Pennsylvania, you invented your own future by your hard work and your innovation.  Steelworkers in Pennsylvania built the tanks and the battleships during World War one and World War two  I don't think I have to tell this crowd much about the story of labor in western Pennsylvania.  You helped build Pennsylvania.  You helped build our nation.  You did it.  Just think about our history.",L,M
2024-09-04_02-27-09_UTC_Ted_Cruz_C_enm6LJlr5,2024/9/4,Ted Cruz,C_enm6LJlr5,0.8254299293574031,-0.239552320159785,153.02946855130193,743.9787188031993,1821.57840058188,0.23816496808160306,0.7516194599521641,-0.3187751405790888,0.09109629929826468,0.006040069712227427,0.0006386272494790098,0.001953199220056167,0.8807581899976166,0.00013380313938828888,5.4510593306962076e-06,18.63111833481737,0.15278448953227525,0.23550237300437163,0.2222222222222222,0.1111111111111111,0.1666666666666666,0.5,87.8,18,258,2.9384965831435075,417,4.749430523917995," Well, listen, Sean, I think you just went through a very compelling indictment of the disaster, the train wreck that is Kamala Harris's record.  The one thing is I thought you were a little bit unfair when you criticized her phrase, her catchphrase, unburdened by what has been.  I mean, that that phrase is the central motto.  of her entire campaign. It ought to be the bumper sticker, Kamala Harris,  unburdened by what has been, because Kamala's presidential campaign is unburdened by her record,  is unburdened by truth. It is unburdened by reality. It is unburdened by the victims of  her policies. Her campaign is unburdened by the 13 servicemen and women that her failures  killed in Afghanistan. It is unburdened by the millions of Americans hurting from inflation.  It is unburdened by the families that can't afford to pay their bills anymore. It is unburdened  by the deaths that her open borders have caused. It is unburdened by the tragic murder of Lakin  Riley. It is unburdened by the tragic murder of Rachel Moran. It is unburdened by the tragic  murder of Jocelyn Nungary. It is unburdened from any acknowledgement that she is the sitting vice  president and Joe Biden is at least ostensibly still the president when he's not comatose  on a Delaware beach.  Unburdened.  It's her catchphrase for lying to the American people because she cannot defend the catastrophic  failures of her agenda. And that's the entire Democrat strategy is lie and pretend that they  don't support the policies that are hurting millions of Americans.",W,M
2024-09-04_15-57-51_UTC_Bob_Casey_C_gEWicpiOO,2024/9/4,Bob Casey,C_gEWicpiOO,0.8061442913030474,-0.418931230342299,134.88642225671748,725.1383646750206,1818.768038819781,-0.09490526401282862,0.5789610941701048,0.13603953118589374,0.012248153187424515,0.005939123972421268,0.0013848889132536673,0.05049837824561948,0.8932405983552737,0.0031329206927669414,0.03293443377857212,20.867985361360553,0.2215114690865509,0.1997732144727899,0.375,0.125,0.1875,0.3125,27.28795918367347,16,106,3.1793641271745656,162,4.859028194361128," I got about a thousand different cookies and I got coffee.  setting up this little tour we got.  during small businesses.  Yuri is on the move.  Gary County, a lot of them here in the city.  to lift up this community because  I have 45 examples of investing in...  And I'm here with the former county executive.  I'll hear you, Terry.  i got uh...  Remember, the United States has a representative.  And, you know, one thing we've emphasized...  The woman I met when she was a  It's Bob Casey.  We're here in Erie, Pennsylvania.  in this campaign is how I've delivered for counties across the state.",L,M
2024-09-04_17-21-24_UTC_Bob_Casey_C_gNX14xg-o,2024/9/4,Bob Casey,C_gNX14xg-o,0.8873736710376136,-0.3401824900007624,118.63193565980299,529.9570024207118,1599.7594628838067,-0.3181463086856178,0.5368454435946153,-0.02748221836929554,0.004521168393015272,0.0016122711868140228,0.00013330048068198877,0.016530575992230317,0.9705402437453731,0.0011791752846551824,0.005397425687955219,23.791175435118692,0.17961894441524878,0.15578195037910694,0.2954545454545454,0.3636363636363636,0.0227272727272727,0.3181818181818182,109.56297052154194,44,412,3.759810184340208,604,5.511954736265741," and support all these bans that are going around the country because of the Dobbs decision,  and I guess you'd vote for him.  But I think in the end, we're going to vote in big numbers,  we're going to protect our Senate majority, and pass the Women's Health Protection Act.  I do. I do.  Look, he lied about where he lives.  The Associated Press a year ago, August of 2023, caught him in the lie.  Associated Press said, I'm quoting,  a review of public records, real estate holdings, and footage from recent interviews  indicates he still lives on Connecticut's Gold Coast,  one of the densest concentrations of wealth.  Fentanyl producer? I think it's very clear.  That's what he said.  Look, the remedy here is to pass the Women's Health Protection Act,  which I've already voted to advance in the Senate.  He will not vote for that bill.  That's the remedy.  So he said it right there. He said he's responsible for the investments of the hedge fund that he was the CEO of.  What were those investments?  He increased investments in China by 108,000%.  He also made investments that helped build China's military.  And he invested in the largest producer of fentanyl in China.  Why would you make investments like that?  Look, I understand everybody wants to make some money, but by investing in China, their military, and their largest...  very happy.  He was responsible for those investments.  How about you?  Exceptions in your view?  in America. Look, this is about telling the truth to the people you seek to represent.  He was not living in Pennsylvania when he said that, and that's the problem here. How  do you seek to represent people when you're lying to them about living in the state that  you seek to represent?  Look, this is in a Republican debate.  He was asked a very specific question about exceptions.  He did not mention an exception for rape.  He did not mention an exception for incest.  Those are his words.  He also said around the overturning of Roe in the Dobbs case  that the decision in that case made him very...  Alright, whenever you're ready.  to protect women's rights. So it's a very clear choice for voters in this Senate race.  And if you want to vote for a senator who's going to advance those protections for women,  then you should vote for me. If you want to vote for a senator who's going to do something  else,",L,M
2024-09-04_21-58-53_UTC_Kari_Lake_C_gttqxBbwn,2024/9/4,Kari Lake,C_gttqxBbwn,0.7946028282609148,-0.3940451028379234,183.02812141124588,723.73458350351,2040.2721759750627,-0.027983354630761195,0.6397002044386694,-0.1586195459075625,0.0008925788312550179,0.029115820373659715,0.001878940001514896,0.022350251336133123,0.8264141651393221,0.0004985665541194565,4.630648176279724e-06,23.47906935204961,0.12241683815219034,0.21619280679709799,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,19.24,9,70,3.638253638253639,99,5.145530145530146," We want safe borders, safe streets.  We want to have an economy that's thriving.  I'm going to take that same fighting spirit I have here and take it back to D.C. and fight  for the people.  I'm Carrie Lake and I approve this message.  Diego's one of the most far-left people in Congress.  He is against the border wall.  He actually threatened ICE agents.  He attends defund the police rallies.",L,F
2024-09-05_00-23-03_UTC_Kari_Lake_C_g-NFSNB_9,2024/9/5,Kari Lake,C_g-NFSNB_9,0.83395937779729,-0.256703398457395,210.74627287240045,940.6427457073888,2369.9241086769684,0.03531537059694929,0.6600515478982741,-0.11904111493307475,0.083911714747758,0.0009400295298996508,0.008650265129772542,0.05887145959081442,0.7848521189480565,0.05266330233365073,0.00024227803826920824,35.65873521572039,0.1410544113268586,0.2956601227694962,0.6764705882352942,0.2352941176470588,0.0294117647058823,0.0588235294117647,89.77299319727891,34,348,3.870106761565837,478,5.315836298932385," We're losing too many of them, and we don't have to live this way.  We can dream bigger, and we can think of better ways.  Do you want to make sure that our police departments are fully funded?  Vote for President Trump.  You want your dollar to go further?  Vote for President Trump.  Vote for Carrie Lake for Senate.  what we want to do is welcome people into our movement. We want to welcome people if they're  not sure where they stand, if they're looking at what's happening in this country and saying,  this isn't working out for me. It's not working out for my family.  I don't want to have to hear.  I don't want to see any more fentanyl pouring across the border.  So Carrie Lake for U.S. Senate?  that more young people are dying from fentanyl poisoning.  That's great.  Vote for President Trump.  Bigger opportunities for us than letting our kids get their hands on this stuff.  If you want to see the end of the fentanyl scourge, vote for President Trump and vote for Carrie Lake.  We're losing.  That miracle of that person, that child that's growing up and they're dying at 19,  what would they have accomplished at 40?  And if you want to see an end to endless, needless, stupid wars, vote for President Trump and vote for Carrie Lake.  You want to make sure we see job growth with American citizens, not just job growth with people here illegally?  Vote for President Trump and Carrie Lake.  Heck yes. We've got to vote President Trump, J.D. Vance, and Carrie Lake for U.S. Senate.  It's pretty obvious.  What would they have done at 50?  Vote Carrie Lake for U.S. Senate.  And you want to make sure we have a secure border.  Give them a reason to vote America first.  Give them a reason to vote Donald J. Trump.  Give them a reason to vote Carrie Lake for Senate.  How about this one?  Do you want to make sure that our kids are getting a great quality education at the school of our choice?",L,F
2024-09-05_00-28-14_UTC_Kari_Lake_C_g-zAXqLyB,2024/9/5,Kari Lake,C_g-zAXqLyB,0.816318477734378,-0.31670803851413937,205.87819762379885,922.4345311859231,2340.995588637834,0.01180094504557096,0.6561305041721043,0.11236922887470516,0.06768954539376412,0.010436411304085265,0.005007775369072737,0.13388242996864105,0.7131046859805784,0.03448689324898617,0.00016309976707090264,42.15060811616372,0.18672669309602252,0.27119501128373413,0.4444444444444444,0.1851851851851851,0.1481481481481481,0.2222222222222222,63.57798185941043,27,235,3.688010043942248,307,4.817953546767106," Let's win in November!  were required to do at this moment.  I just want to remind you, sometimes it feels like God has been diminished.  We got God with us, and that's for sure.  And just as he was with Moses, and just as he was with David when he took down Goliath,  And just as if, as he was with those 56 incredible, brave men who signed those founding documents  that started this whole ball roll in America.  And we look into our children's faces, and that's our motivation, to get out, chase ballots, get involved.  Vote President Donald J. Trump and vote Carrie Lake for U.S. Senate.  Thank you so much.  I love you all.  He is with each and every one of us today.  to encourage us to get out.  This is what...  Because he's been pushed out of culture.  He's been pushed out of some families.  He's been pushed out of a lot of lives.  But that same God who chose Moses, that same God who parted the Red Sea,  is the same God that we have with us today.  We've got to remember that.  He's almighty.  He's absolutely almighty.  You know, we can change this.  We can turn this thing around.  The pastor spoke earlier, and it was so good to hear those words that he had.  can change all of this.  So guys, we've got God on our side.",L,F
2024-09-05_02-02-06_UTC_Colin_Allred_C_hJjiqM5pM,2024/9/5,Colin Allred,C_hJjiqM5pM,0.7941245414784156,-0.2793246030594894,120.95479754419986,605.7160363904119,1629.9886181705642,-0.07373957232971277,0.5977670933056438,0.11437869754371803,5.515522072344226e-05,0.0005280136724534474,1.4298976778203237e-05,0.02591227132294833,0.9726330597502553,3.998461538615019e-05,0.0007156427526211701,21.37776536922201,0.12852496642477612,0.15820045908519184,0.3636363636363636,0.1818181818181818,0.2727272727272727,0.1818181818181818,23.000997732426303,11,84,3.626943005181347,105,4.533678756476684," Hey everybody, I'm here at the check stop.  You know, when I was going to Baylor,  this was a normal stop for me on my way from Dallas  down to Waco.  I got the apricot and the strawberry cream cheese  and they got my name almost right.  They put two L's in it, so pretty close.  And for me, I've been coming here for 20 plus years.  You gotta come here if you're passing through.  Go to the check stop.  Great food, Texas classic.",L,M
2024-09-05_15-05-12_UTC_Colin_Allred_C_ijKf9qZA3,2024/9/5,Colin Allred,C_ijKf9qZA3,0.7504093999679634,-0.18147407066358304,133.60600802899356,677.6255026507431,1787.6625236063044,0.01970296251243371,0.6612532956064072,-0.07823646504699446,0.00011695024457337168,2.1136563676614027e-06,6.081027265190604e-07,0.09488449778356876,0.9048806293920807,7.033639892458313e-05,3.964051284496603e-05,21.789610897458413,0.08082631251534883,0.22217500173525467,0.25,0.5,0.25,0.0,8.74,4,46,5.263157894736843,63,7.208237986270024," I just want folks to vote.  That's something we have to make sure we do here in Texas.  And if I have the chance to serve us in the Senate, I will bring us together  around our shared values instead of pitting us against each other.",L,M
2024-09-05_18-16-07_UTC_Sherrod_Brown_C_i4_x3pEF-,2024/9/5,Sherrod Brown,C_i4_x3pEF-,0.8050826274694468,-0.2889170205955183,163.19233545524284,692.0834763343815,1624.0863047813039,-0.09394061036485606,0.5961066341538686,-0.03865280525971178,0.06242582835977391,0.011325995508957036,0.0010086233207513247,0.037270631247156495,0.8407590220523783,0.005679399317964091,0.00027643646324678443,25.54102246774315,0.14348143950066086,0.26013385695099206,0.2,0.4,0.1333333333333333,0.2666666666666666,45.938979591836734,15,152,3.2928942807625656,210,4.54939341421144," When I started this garden, I dug this over time, dug this area.  I got some stones that were just around construction sites and lined it with stones that you can  barely see because I haven't done a good job weeding or anything else this summer.  But with the help of the groundhogs and with my failure to water regularly because of the  campaign.  And my failure to weed regularly, we didn't do so well this year.  I planted tomatoes, squash, green beans, wax beans, some sunflowers.  The groundhogs got all the sunflowers for some reason.  These were planted later and they let them go.  Maybe the groundhogs went on vacation.  I don't know where they went.  We have pictures of my really good, really bountiful harvest of two years ago.  But the last two years, because of the campaign, have been pretty pathetic.  I don't weed enough.  I don't water enough.",L,M
