Folder,segment_name,date,name,keycode,VUV,Audio Length,Head,Mid,Tail,Intonation Type,mean_f0,MFCC0,arousal,dominance,valence,angry,disgusted,fearful,happy,neutral,sad,surprised,gender,F1,F2,speaker,source_segment,sentence_id,start_time,end_time,sentence_text,anger_t,disgust_t,fear_t,joy_t,neutral_t,sadness_t,surprise_t,Pred_t
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_34_43_02.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.821167881,2.8,177.68233561583696,193.0813782427093,172.68563085110165,rising-falling,181.14978156988263,-0.3112784326076507,-0.171084424242224,0.5725327,-0.1355478057283884,3.504820824673516e-06,1.8785942302201875e-05,8.388547576032579e-05,0.9466606378555298,0.0470684058964252,0.0042376182973384,4.517515606039524e-07,F,647.8630399498699,2039.1927720954764,SPEAKER_00,34_43,2,4.88,7.68, and it's in a moment where it's life or death.,0.015218916349112988,0.004604958463460207,0.0636570006608963,0.0016800160519778728,0.8687962293624878,0.03331670165061951,0.01272620353847742,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_59_69_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.908396949,4.32,211.6925607694212,208.1771473692028,186.3282529569864,falling,202.0659870318701,-0.2151447385549545,-0.1682219849140014,0.6101699,-0.2403501316463789,1.718575802500677e-12,7.038435860615838e-14,1.8251291659097422e-14,2.179925727777144e-12,1.0,5.046081174436834e-12,4.811439874990997e-13,F,651.9810082172443,1852.747045561844,SPEAKER_00,59_69,1,0.0,4.32, And what's happening right now with law enforcement is that many of our men and women in law enforcement,0.007314115762710571,0.0032590741757303476,0.009052474983036518,0.004566657822579145,0.9108834266662598,0.022704288363456726,0.04221991449594498,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_59_69_02.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.794066313,4.12,218.30409054908483,212.4842088078576,233.48957913691248,falling-rising,221.42595949795165,-0.1979558616876602,0.191682228177205,0.7304496,-0.3633803409577034,0.0709776431322097,0.0011701609473675,0.0002772934385575,0.0002072811330435,0.925354540348053,0.0005485611618496,8.012571925064549e-06,F,790.8402438266634,2120.766269140501,SPEAKER_00,59_69,2,4.32,8.44, are afraid to take their gun out of their holster when they should be actually shooting.,0.03317246213555336,0.005795224104076624,0.5830920934677124,0.008016943000257015,0.34022676944732666,0.008864638395607471,0.02083195559680462,fear
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_43_53_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.842133186,6.66,215.57326045264864,193.75122636410816,156.3032327914708,falling,188.54257320274252,-0.284795194864273,-0.0219620867741519,0.64513856,-0.2856417625824503,0.0012629883131012,9.850042260950433e-05,1.1588572306209244e-05,0.0001459908526157,0.9980875849723816,0.0001685986499069,9.908058018481825e-07,F,743.3036366137889,2175.536211855488,SPEAKER_00,43_53,1,0.0,6.66, He's going to have to think and triple think and double think and wonder if he can even take his gun out of his holster to try to protect his life.,0.0038867760449647903,0.0029088545124977827,0.009338119998574257,0.009011585265398026,0.18721146881580353,0.002131813671439886,0.7855113744735718,surprise
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_43_53_02.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.634955772,1.56,191.935051634703,211.45004133962183,212.7161834536905,rising,205.3670921426718,-0.1833013594150543,-0.0200407188261313,0.6242281,-0.3922341567718523,0.0138602452352643,0.0002234445128124,2.9760667530354112e-06,2.525946547393687e-05,0.9856555461883544,0.0002127897168975,1.7427959392080083e-05,F,802.013829434946,2365.473046169751,SPEAKER_00,43_53,2,6.9,8.46, Because if he makes a mistake.,0.017376888543367386,0.013528640381991863,0.006596248131245375,0.0007739515858702362,0.9487425684928894,0.010520081035792828,0.002461598254740238,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_75_83_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.781234174,6.84,209.23209389524447,188.2238027667943,155.19921751543126,falling,184.21837139249,-0.2127469182014465,-0.0317435244035113,0.6803981,-0.1785559855698061,1.4427097084990235e-05,5.5041705309122335e-06,6.98478004323988e-07,2.024967670877232e-06,0.9999561309814452,2.4096077595459064e-06,2.9284413116670294e-08,F,756.9906219813565,2105.718219714181,SPEAKER_00,75_83,1,0.0,6.84," I want to make sure we strengthen it and make sure that no city or municipality can ever take that protection away from police, ever.",0.06011531874537468,0.002080475678667426,0.015388754196465015,0.0072297947481274605,0.9089978933334351,0.0039605991914868355,0.0022271384950727224,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_29_35_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.701606746,2.16,198.7119549616169,171.46242304086772,132.51883027748755,falling,167.5644027599907,-0.2823463380336761,-0.0105805363161635,0.65712774,-0.355870044041831,0.0722847282886505,0.0107726315036416,0.0020776921883225,0.0057545853778719,0.777381956577301,0.0009806216694414,5.288921965984628e-05,F,820.2876101666013,2180.127019802904,SPEAKER_00,29_35,1,0.0,2.16," That is absolutely shocking,",0.007444633170962334,0.004189499653875828,0.021397056058049202,0.00478679733350873,0.02058536559343338,0.007563700433820486,0.9340329766273499,surprise
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_29_35_02.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.801384074,2.56,177.0659262324987,177.11609852547093,125.28330825982265,rising-falling,159.82177767259745,-0.3268013894557953,0.0016518301142129,0.69250906,-0.2634521519541157,6.63311147945933e-05,0.0001397672458551,4.265388270141557e-05,0.0002320753992535,0.9971792697906494,3.406182077014819e-05,3.5567964573601785e-07,F,797.6844039667355,2158.559110659716,SPEAKER_00,29_35,2,2.58,5.14, that he would want to take that protection away from you.,0.05597972124814987,0.03937864303588867,0.024022014811635017,0.0007161269313655794,0.8606748580932617,0.008919741027057171,0.010308879427611828,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_22_29_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.915851266,5.36,187.7245007977793,187.939106827638,152.32519598106705,rising-falling,175.9962678688281,-0.26966193318367,-0.12418003170203,0.622333,-0.2266886685055286,5.015414299147647e-12,1.542534546275509e-13,4.15496291344096e-14,4.546736251387351e-12,1.0,8.729328891676769e-12,1.0262064635557788e-12,F,702.0623984449179,1978.2786767471173,SPEAKER_00,22_29,1,0.0,5.36," I think you guys all know what that means, but for people who are not involved in the world of law enforcement,",0.0015174344880506396,0.0005999126005917788,0.001001636148430407,0.00420898012816906,0.9852105975151062,0.0006125115905888379,0.0068490090779960155,neutral
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_52_59_01.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.873786402,1.16,189.53508070338032,211.1105960891924,215.36985942035884,rising,205.3385120709772,-0.1682914346456527,-0.0262876838969552,0.64472026,-0.7232932910500782,0.000106047707959,0.0006014664540998,0.006107005290687,0.8894356489181519,0.0011494064237922,0.0691246464848518,1.402415250595368e-06,F,758.0069193785655,2086.8559381373057,SPEAKER_00,52_59,1,0.0,1.16, His life is ruined.,0.1312968134880066,0.06181078404188156,0.01537408772855997,0.004649669397622347,0.16932910680770874,0.6132053136825562,0.004334185738116503,sadness
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_52_59_02.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.787878781,1.4,187.8050160959407,211.89295740446565,204.34477893195032,rising-falling,201.34758414411883,-0.1940512806177139,-0.0087382641684388,0.65122557,-0.6904135471312026,7.368634396698326e-05,4.287707633920945e-05,9.976010187529027e-05,0.985523760318756,0.0102630341425538,0.0035201865248382,3.0790783966949675e-06,F,776.5869621134102,2114.0416746314927,SPEAKER_00,52_59,2,1.34,2.74, His family's life is ruined.,0.08766689896583557,0.0471591018140316,0.02379586361348629,0.005830850917845964,0.10061488300561905,0.7297574281692505,0.005174971651285887,sadness
2024-09-14_06-12-58_UTC_Kari_Lake_C_4xZsRKiYY,SPEAKER_00_52_59_03.wav,2024/9/14,Kari Lake,C_4xZsRKiYY,0.710954701,3.02,193.3933415559713,177.56762758559154,156.28937331744828,falling,175.7501141530037,-0.240676537156105,-0.0173801934413864,0.6444063,-0.4416934224508416,9.15011769393459e-05,0.0002679518074728,0.0003231807495467,0.0007216954254545,0.9944985508918762,0.0001498756319051,6.328431254587485e-07,F,781.9375341019537,2227.748972748234,SPEAKER_00,52_59,3,2.84,5.86, They take every single penny he's got and he's destroyed.,0.46163496375083923,0.056925710290670395,0.0076347654685378075,0.0038737000431865454,0.40483853220939636,0.06174033507704735,0.0033519924618303776,anger
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_2_16_01.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.71249476,5.1,131.1883175482111,127.81310283705427,161.55859215071047,falling-rising,140.18667084532527,-0.2914795577526092,-0.1292928600185681,0.6266126,0.0584047429165331,5.491238019850186e-11,4.9862748478790575e-12,1.5788234435099024e-12,4.498621267168268e-11,1.0,2.3109893165784712e-10,1.8452236266730537e-11,M,721.2292587622503,1768.2332468627117,SPEAKER_00,2_16,1,0.0,5.1000000000000005," My mom was a Texas public school teacher for 27 years, most of that in Dallas ISD.",0.0005033844499848783,0.00032390691922046244,0.0002401234523858875,0.027578063309192657,0.9510132074356079,0.0015793853672221303,0.018762025982141495,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_2_16_02.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.719869709,3.36,121.07289174384395,186.3421073443837,111.2430268281886,rising-falling,139.5526753054721,-0.3023154437541961,-0.1991018681245446,0.5553719,0.1588913245784714,3.3109042851114934e-12,1.9548322379228653e-13,4.301434561185605e-14,4.845249635537785e-12,1.0,1.0860179075478094e-11,1.0875969179077738e-12,M,727.7822549487493,1751.9633555120247,SPEAKER_00,2_16,2,5.42,8.78, And my aunt was also a public school teacher teaching in Plano ISD.,0.0005492424825206399,0.00046307570300996304,0.00023986963788047433,0.024747131392359734,0.9312672019004822,0.0020028110593557358,0.04073067381978035,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_2_16_03.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.768859802,3.42,163.02036683986904,106.50942330923948,118.26245442177742,falling-rising,129.26408152362865,-0.299070656299591,-0.2283619426319973,0.5838276,-0.0529341609891438,1.0673627780233286e-12,3.7489383478009695e-14,9.563134111640822e-15,1.242420662878052e-12,1.0,3.412760525567382e-12,3.1068070750588095e-13,M,787.6978756680408,1683.7911359318994,SPEAKER_00,2_16,3,9.16,12.58, So I've seen up close and personal how hard our teachers work.,0.001876127440482378,0.0011815153993666172,0.0014523370191454887,0.24000512063503265,0.6479653120040894,0.002575559075921774,0.10494408011436462,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_15_17_01.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.938144329,1.04,125.37265585448904,131.21126261830233,98.20414235161904,rising-falling,118.26268694147014,-0.2423579096794128,-0.3181839371066175,0.50768,-0.5507730065271079,0.0001232555950991,0.0002592805540189,3.4658314689295366e-05,0.0005952074425294,0.9933795928955078,0.0042612208053469,0.0013357995776459,M,486.95445586390014,1543.776634614684,SPEAKER_00,15_17,1,0.0,1.04, and that we don't pay them enough.,0.056763797998428345,0.03397265449166298,0.003451278666034341,0.0005763909430243075,0.8575814366340637,0.04495823755860329,0.002696181880310178,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_0_3_01.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.77401131,1.98,165.5783293180376,163.9302696549043,281.6828823235467,falling-rising,203.73049376549616,-0.1715234369039535,0.1514483452894159,0.7096862,0.1540452776960773,7.518868869738071e-07,1.925717015183181e-06,1.3824745792589965e-07,2.553503509261645e-05,0.999961256980896,7.01123099133838e-07,3.701712500969734e-07,M,763.817855587973,1849.1831295664365,SPEAKER_00,0_3,1,0.0,1.98," Hey, Texas, happy World Teachers Day.",0.0009505701600573957,0.00033340477966703475,0.0003071202081628144,0.7585790753364563,0.19061033427715302,0.001426889793947339,0.047792624682188034,joy
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_17_46_01.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.775623269,2.72,136.18112054370548,166.40745058305205,195.1228327719198,rising,165.9038012995591,-0.207174077630043,-0.009203136774128,0.6355126,0.1523389975838683,6.225866350240139e-11,8.6139489638426e-12,1.7511417663151896e-12,2.6044877365904995e-10,1.0,1.9161405795387046e-10,1.6365370864024342e-11,M,776.6849910483345,1692.5133089707715,SPEAKER_00,17_46,1,0.0,2.72, I myself am a product of our Texas public schools.,0.0008449236629530787,0.0005157322739250958,0.00014142421423457563,0.03116929903626442,0.9602692723274231,0.0010528736747801304,0.00600643502548337,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_17_46_02.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.781083364,6.66,150.8869858275117,121.29913585627835,116.94728467114162,falling,129.71113545164388,-0.2714793980121612,-0.0494213837192947,0.6348268,-0.022805054279391,2.2740848093505406e-10,5.706812626626867e-12,1.45432223121883e-12,1.4226923805704672e-10,1.0,7.955823499994352e-11,3.8689444009643026e-11,M,688.935004817329,1724.8740182621136,SPEAKER_00,17_46,2,3.2,9.86, And it's because of my teachers and my coaches who went way above and beyond that I've been able to chase my version of the American dream.,0.0015343765262514353,0.0004634856595657766,0.00036114687100052834,0.17706230282783508,0.810434103012085,0.0011504619615152478,0.008994141593575478,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_17_46_03.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.943396228,2.72,139.31648759556677,93.4123478684988,101.3238049864184,falling-rising,111.35088015016132,-0.2763616144657135,-0.2053338010374814,0.56110334,-0.4920169213388946,5.991270427330164e-06,3.2804948659759248e-06,1.5291264787720138e-07,4.449728294275701e-06,0.999971866607666,2.493330384822912e-06,1.53881387632282e-07,M,701.7283880901697,1744.0577991650684,SPEAKER_00,17_46,3,10.04,12.76, I know I wouldn't be here without my teachers.,0.003845271887257695,0.0009898486314341426,0.0017221211455762386,0.09092822670936584,0.8769606947898865,0.022184671834111214,0.003369162091985345,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_17_46_04.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.82606076,7.94,112.03351563184528,126.07946570871592,134.93928105796644,rising,124.35075413284255,-0.2774285674095154,0.0500136340839227,0.6751141,-0.0113538911081715,2.8830293103965232e-06,2.1951207518355886e-09,5.911578865314127e-11,8.25411916594021e-07,0.999996304512024,6.305548971852204e-09,1.111917558027642e-09,M,691.630846398225,1753.3305358121036,SPEAKER_00,17_46,4,13.26,21.2, And so I will always fight for and invest in our public education system because it's an investment in our future and in each other.,0.028818365186452866,0.001610587234608829,0.002978521166369319,0.045962490141391754,0.9148176312446594,0.004577677231281996,0.00123467983212322,neutral
2024-10-05_15-05-02_UTC_Colin_Allred_DAvy8fJpsmT,SPEAKER_00_17_46_05.wav,2024/10/5,Colin Allred,DAvy8fJpsmT,0.822447193,6.38,153.49965618698235,113.62960575876876,129.60050063963394,falling-rising,132.24325419512834,-0.297817051410675,-0.0928797269343979,0.63355774,0.2984617777987798,6.555195142254888e-08,4.901611561081154e-09,4.3982514852380916e-10,6.32691735518165e-05,0.999936580657959,8.400292728083515e-08,2.731750381457232e-09,M,727.7588623545626,1860.9849330742647,SPEAKER_00,17_46,5,21.32,27.7, So I just want to say thank you to all the teachers out there in Texas and wish you a very happy World Teachers Day.,0.0013326490297913551,0.0003292954061180353,0.0002189209481002763,0.8552986979484558,0.1243085190653801,0.0014999144477769732,0.017011940479278564,joy
2024-09-20_23-01-38_UTC_Colin_Allred_DAKBmvKKsoz,SPEAKER_01_23_27_01.wav,2024/9/20,Colin Allred,DAKBmvKKsoz,1.0,2.56,214.26611057842365,223.061647473724,211.25823437945448,rising-falling,216.19533081053405,-0.235311210155487,0.2767456285933125,0.691924,-0.1941471065406409,8.764600920585508e-07,6.037987532181432e-07,1.9819476904103802e-07,3.6075193747819854e-06,0.9999920129776,5.057674457020767e-07,8.106390225748329e-08,M,674.8387290477216,1548.8188378322202,SPEAKER_01,23_27,1,0.0,2.56," When we beat Ted Cruz, we're going to call up our Roe v. Wade.",0.007803135085850954,0.0007748220232315361,0.0004941365914419293,0.022418973967432976,0.9651856422424316,0.0005237575969658792,0.002799524925649166,neutral
2024-09-20_23-01-38_UTC_Colin_Allred_DAKBmvKKsoz,SPEAKER_01_26_31_01.wav,2024/9/20,Colin Allred,DAKBmvKKsoz,0.983651227,3.78,219.09667879990857,208.27859548476275,237.07445238609336,falling-rising,221.48324222358823,-0.1653728187084198,0.5217479409847472,0.78938365,0.0554635513297333,0.0010028207907453,0.0009997289162129,0.000631391769275,0.9043102264404296,0.0561672896146774,0.0015285869594663,0.0352750308811664,M,678.7914153324859,1637.9181563436402,SPEAKER_01,26_31,1,0.0,3.78, We'll go back to the things we've had for the last 50 years.,0.00024447665782645345,0.00020652344392146915,0.0002593810495454818,0.008886327035725117,0.9848554730415344,0.0009884742321446538,0.0045593916438519955,neutral
2024-09-06_21-40-30_UTC_Sherrod_Brown_C_l1GkFtjNB,SPEAKER_00_55_64_01.wav,2024/9/6,Sherrod Brown,C_l1GkFtjNB,0.723072528,5.04,186.4442783422309,132.48796695137722,189.40346670218744,falling-rising,169.44523733193185,-0.2108477503061294,-0.0457224110506933,0.61211044,-0.0149580900681194,1.05373765268979e-11,7.167506605593177e-13,2.78846390422416e-13,1.2519507999741995e-11,1.0,4.0113194016422327e-11,6.307438946140387e-12,M,701.4258407474745,1819.3945124948768,SPEAKER_00,55_64,1,0.0,5.04," Stan is basically a fan, like I'm a fan of Jose Ramirez for the Guardians.",0.0011393678141757846,0.0006669089198112488,0.0002038089296547696,0.04461749270558357,0.9470343589782715,0.0005774238961748779,0.005760560277849436,neutral
2024-09-06_21-40-30_UTC_Sherrod_Brown_C_l1GkFtjNB,SPEAKER_00_55_64_02.wav,2024/9/6,Sherrod Brown,C_l1GkFtjNB,0.806552266,3.74,187.37834865784524,154.63114218228492,132.32209136733658,falling,158.11052740248894,-0.2398330718278885,-0.0851415801292199,0.6005339,0.4149985768921959,1.5815414826647611e-06,4.912346867058659e-07,2.513100127998769e-07,0.0022444278001785,0.9977341890335084,1.800250174710527e-05,8.162199378602963e-07,M,601.7417134908535,1620.7228042895506,SPEAKER_00,55_64,2,5.04,8.78, One of the great things about this job is I work with people.,0.0010680300183594227,0.0007438288303092122,0.000565932656172663,0.8747303485870361,0.11273319274187088,0.0007417784072458744,0.009416814893484116,joy
2024-09-06_21-40-30_UTC_Sherrod_Brown_C_l1GkFtjNB,SPEAKER_00_32_41_01.wav,2024/9/6,Sherrod Brown,C_l1GkFtjNB,0.761753485,3.2,156.34914018826123,220.02298599126755,123.43310272654772,rising-falling,166.60174296869215,-0.1353246569633484,-0.3322467081916497,0.4893449,-0.1948596501344514,1.01259146900734e-10,2.7905948385420487e-11,1.0184016824288378e-11,3.7206937530953605e-10,1.0,4.55636195439979e-09,2.7661123391808928e-11,M,854.744379875562,1934.8767626037427,SPEAKER_00,32_41,1,0.0,3.2," Slay is, I guess it's a term of encouragement.",0.0009515951969660819,0.0006012993399053812,0.00029589893529191613,0.08242788165807724,0.9108399152755737,0.0007224908913485706,0.004160968121141195,neutral
