Folder,date,name,keycode,dominance,Audio Length,sentence_counts,word_counts,syll_counts,text,win,gender,party,state,post_date,post_likes,post_comments,post_likes_zscore,post_comments_zscore,follower_date,7days_followers,post_likes_clean,likes_by_follower,likes_by_follower_zscore,comments_by_follower,comments_by_follower_zscore,7days_followers_zscore,engagement_rate,engagement_rate_zscore,VUV,MFCC0,speaking_rate_s,speaking_rate_w,mean_f0,std_f0,F1,F2,falling_ratio,rising_ratio,rising-falling_ratio,falling-rising_ratio,arousal,valence,std_arousal,std_valence,arousal_raw,valence_raw,AU01_mean,AU02_mean,AU04_mean,AU06_mean,AU12_mean,AU15_mean,AU20_mean,AU25_mean,pitch_count_percentage,roll_count_percentage,yaw_count_percentage,valence_mean,valence_std,arousal_mean,arousal_std,anger_percentage,disgust_percentage,fear_percentage,happiness_percentage,sadness_percentage,surprise_percentage,neutral_percentage,angry,disgusted,fearful,happy,neutral,sad,surprised
2024-09-17_16-06-47_UTC_Ted_Cruz_DABjsWsxoaN,2024/9/17,Ted Cruz,DABjsWsxoaN,0.693339783,131.8879592,39,384,586,"Does this keep happening?  And, you know, one of the things the sheriff said there.  If Kamala Harris had said she'd stand up and say, I want to win at the ballot box.  I don't want my opponent murdered.  We need to make sure he has the protection he needs.  I don't think she'll do that.  But the question to ask is how on earth...  he will instantly get full presidential Secret Service protection on Election Day.  Given that fact and given the threats and the failures we have seen,  the only reasonable and rational thing to do is assign President Trump right now a full presidential detail.  That includes the perimeter coverage so that you can't get a sniper that close.  And if Joe Biden doesn't do it, and by the way,  Two attempted assassinations in 64 days.  Two failures by Secret Service for having woefully insufficient personnel.  And they demonstrated great heroism in the moment.  In this instance, the early reports are that a Secret Service agent spotted the sniper rifle in the bushes, in the shrubbery.  And there may have been gunfire exchange.  We don't know the exact details right now.  But their intervention prevented.  The reason that there was not...  Order the Secret Service to give Donald Trump full presidential protection right now.  but it would be unquestionably the right thing for her to do.  He said that...  to today  In Butler, Pennsylvania, the ones immediately surrounding him, when the shots were fired,  they leapt up, they put their bodies in harm's way.  They got President Trump out of harm's way after he had been shot.  As with Butler, Pennsylvania, I want to praise the individual Secret Service agents who are protecting Donald Trump.  that sniper presumably from getting a clean shot and possibly murdering President Trump.  If Kamala Harris had any sense at all, she would join in the call to do this.  was because Trump is no longer the sitting president.  And as a result, the Secret Service has given him dramatically scaled down protection  to what they would have given him if he is the president.  Ben, I am right now calling.  that is important.  complete perimeter protection.  who is theoretically still the commander-in-chief.  President Trump wins in November, less than two months away.  On Joe Biden.",W,M,Republican,Texas,2024/9/17,844,54,-1.078783752,-0.961719399,2024/9/24,1242381,844.0,0.000679341,-1.078997868,4.35e-05,-0.961909786,1.466613569,0.000722806,-1.391302518,0.145917304,0.833558821,-1.058038806,-1.340964467,-0.625465883,-0.423638483,-0.113133894,0.540152277,-0.031215007,-0.868879692,-0.11153154,0.81155595,0.130174773,-0.673815756,-0.346660656,-0.013638087,0.056635503,-0.18754496,0.414878183,0.235483285,0.312042473,0.067995899,0.076139725,0.291649208,0.0,0.009744686,0.0,0.0,0.0,-0.231661336,0.045849717,0.220887529,0.080051155,0.0,0.0,0.0,0.0,0.978813559,0.0,0.021186441,-0.0829340617876607,-0.2788707333505344,-0.2527994020520558,-0.53123216916228,0.6022368139540327,-0.3158705929468957,-0.2273274165374348
2024-09-17_17-58-27_UTC_Ted_Cruz_DABwaEePjUG,2024/9/17,Ted Cruz,DABwaEePjUG,0.740873083,305.6989116,91,877,1466,"and over millennia it has manifested in violence, mass murder.  across the United States and across the world, but especially on college campuses.  Every Republican member of this committee asked the chairman to hold a hearing on anti-Semitism in February.  And yet we don't get a hearing on anti-Semitism.  We get a hearing generically on hate because this administration, and this is the kind of anger and hate that is encouraged.  You're now seeing the hate manifesting right here.  Interestingly enough, what...  A direct reference to and a glorification of Hamas terrorists that used gliders to descend upon a music festival and murder 260 innocent people.  the granddaughter of Holocaust survivors, was told  in the united states  explode.  That's what happened when you enforced the law.  But when it comes to anti-Semitism, the Democrats have a problem.  I would note, this is occurring in blue states with blue governors  because the Democrat Party is terrified of the pro-Hamas wing of their party.  In states like Texas and Florida, we don't allow this.  At the University of Texas, when violent protesters threatened Jewish students,  police officers arrived and arrested them.  women and girls were raped.  since the Holocaust.  In the aftermath of October 7th, one student made vile threats, including statements such as,  if I see a pig male Jew, I will stab you and slit your throat. If I see another pig  female Jew, I will drag you away and rape you and throw you off a cliff.  circulated a flyer calling for a quote day of resistance in celebration of October 7th.  You will note.  on the flyer is an image of a person parachuting with a fan attached.  we have seen anti-Semitism.  have become vile.  of hatred of Jews.  October 7th was one of the darkest days in human history when terrorists murdered over  1,200 Israelis.  a student organization at California State University, Long Beach.  held up a handwritten sign saying Al-Qassam's next target.  Al-Qassam is the military arm of Hamas.  that the Orthodox rabbi on campus, Rabbi L.A. Buechler,  As the ADL has illustrated, from 2022 to 2023, the number of anti-Semitic incidents  And the MIT president has said that she would not discipline the students making those threats  because if she did, they risk losing their visas and being deported.  but she has been taught lies and hatred, and she feels perfectly comfortable  advocating the murder of her fellow students at Columbia.  in the wake of October 7th.  It was the single largest mass murder of Jews.  Anti-Semitism is a unique, historic form of evil.  and took 251 hostages.  They have not indicted anyone.  at Columbia University the situation got so bad.  They have not indicted anyone.  Has any university had their funding cut off for allowing this sort of violent intimidation?  Not a single university.  I can tell you this, next year, if there is a Republican majority on this committee, you  will see real leadership, and next year, if there's a Republican administration, you will  see people prosecuted for this sort of violence.  This is being tolerated with the looking away, the blind eye being turned from this administration  and this Department of Justice, and it is utterly disgraceful, and under Title VI, any  university that allows this should have their funding cut off.  Columbia University's public safety cannot guarantee Jewish students' safety in the face  of extreme anti-Semitism and anarchy.  but college campuses in particular.  throughout all of this.  At MIT, students have reported they feel unsafe to go to class.  According to social media,  at Cornell University.  at the University of Washington.  The rabbi had every reason to be concerned.  At Columbia's campus, individuals yelled,  We love Hamas. We're all Hamas. Long live Hamas.  when Jewish students were engaged  Another student wearing a mask because these protesters are oh so brave they almost always cover their face.  and take many more hostages.  had to make this public statement.  Rabbi Goldfeder, let me ask you, has the Biden administration cut off the funding of any of the colleges that have allowed this hate?  Have they indicted anyone for funding these violent protested protests?  Have they indicted the people paying for the matching tents?  Or have they sat there silently and at the university sat there silently while their students are terrified to go to class?  It deeply pains me to say that I would strongly recommend you return home.  This was directed to Jewish students as soon as possible and remain home.  incubators.  if the clan were on college campuses terrorizing african-american students  threatening african-american students that we would see the fbi there  that we would see prosecutors there that we would see federal funding cut off to  universities of course we would and we should  This particular student is a wealthy student from Georgia.  She's not Palestinian.  in displaying the American flag and the Israeli flag.  The Biden-Harris administration has been utterly absent.  Does anyone doubt?  that she was called names, she was spit at, she was laughed at, she said she no longer  felt safe on campus, and she was told to go back to the gas chambers.  So we now have a demonstration of anti-Semitism.  We have a demonstration of the hate.  this is sick and horrific",W,M,Republican,Texas,2024/9/17,8336,628,0.904865098,2.141071292,2024/9/24,1242381,8336.0,0.006709697,0.90381817,0.000505481,2.139353819,1.466613569,0.007215178,2.07685,-0.09072401,-0.216454865,-0.578543551,-1.498711782,-0.056616962,0.343474098,-0.451018241,-0.260152006,0.887245149,-0.310556112,-0.065387175,-0.81101578,0.771438152,-1.675063925,1.365713291,0.309310432,0.185836565,-0.337971271,0.393278965,0.16810552,0.545073373,0.239711353,0.156003514,0.514742388,0.305854241,0.345942593,0.486422668,0.546635183,0.521841795,-0.466506876,0.150574664,0.046513437,0.17129395,0.154663518,0.106257379,0.008264463,0.003541913,0.491145218,0.002361275,0.221959858,0.2605648234972471,-0.2224615776238163,-0.1686222728903561,-0.4232923653425088,0.263491630579126,-0.1460031281835924,-0.2268880823583207
2024-09-17_21-25-36_UTC_Bob_Casey_DACIPYDiSh9,2024/9/17,Bob Casey,DACIPYDiSh9,0.679673253,10.76,8,37,47,"Oh my God.  Four and two.  Thank you.  That's not what I was going to say.  They keep us...  Yeah, you were 1980.  How are you?  Sure. Yeah. Sharon Steele. Mercer County. I can hear Western Pennsylvania.",L,M,Democratic,Pennsylvania,2024/9/17,167,4,-0.259349268,-0.376559087,2024/9/24,20805,167.0,0.008026917,-0.258895561,0.000192261,-0.375337352,-0.89103679,0.008219178,0.713672389,2.077822111,0.719086956,-1.131706548,-0.198903864,0.064304231,0.943135269,-0.70979166,-1.021856827,-0.588851531,-0.868879692,0.635430358,0.749827678,1.171276122,2.589634468,2.058195643,0.707372956,0.266395494,0.302751845,0.4516085,0.21364552,0.464128067,0.27228706,0.252573646,0.370230615,0.492857143,0.457809667,0.414285714,0.457142857,0.4,-0.133170203,0.224370925,0.164926494,0.121464561,0.071428571,0.05,0.071428571,0.328571429,0.007142857,0.064285714,0.407142857,-0.3235547334367704,0.0441754467500114,-0.2470481526070861,2.262012540838474,-1.278365576936629,-0.1138513042379477,2.69857505217606
2024-09-18_16-42-15_UTC_Dave_McCormick_DAEMgCZOAE8,2024/9/18,Dave McCormick,DAEMgCZOAE8,0.704171056,41.82,5,153,212,"Listen, I'm a challenger. I'm an underdog. But the reason the race is closing and closing so dramatically is because Senator Casey has been such a weak leader and has really gotten out of step with Pennsylvania.  But Bob Casey went to the Senate to change Washington and Washington changed Bob Casey. He's out of step. And people are seeing that what I need to do is just get my message out there.  The more people get exposed to me and Bob Casey, the more they're going to see that that I can bring some real leadership, some independent leadership to Pennsylvania.  And God knows in this moment we need it. And Pennsylvanians feel the need for change.  And what I say on the campaign trail is if you like the status quo, vote for Bob Casey. If you want change, I'm your guy and be honored to get to get your vote.",W,M,Republican,Pennsylvania,2024/9/18,206,1,0.292277786,-0.547141468,2024/9/25,923,206.0,0.223185265,0.877023145,0.001083424,-0.506666851,-0.583239695,0.224268689,0.436979313,-0.752433821,0.84394182,0.009150373,0.260450172,-0.710536059,-1.080644556,-0.5907889,-0.351141412,0.178718743,-0.868879692,0.792898001,-0.373626879,0.689788966,0.46913904,-0.293313838,0.42698494,0.169385974,-0.015828817,0.449239717,0.31814253,0.494807952,0.138493081,0.143721891,0.570601048,0.275590551,0.576889252,0.488188976,0.440944882,0.598425197,-0.551130161,0.11908335,0.443845176,0.070705134,0.464566929,0.062992126,0.0,0.023622047,0.0,0.322834646,0.125984252,-0.4990456698755227,-0.1924240793990914,-0.197960358952009,0.1629154378818479,-0.3247230499999868,-0.3051791322165947,-0.2266397659359961
2024-09-18_19-58-58_UTC_Elissa_Slotkin_DAEi7nKBNkI,2024/9/18,Elissa Slotkin,DAEi7nKBNkI,0.743472651,20.6,11,84,137,"Yeah, we're at the 127-496 interchange.  We're redoing four miles of road.  It's going to be amazing, huge development in our community.  We're really excited to be here with all our union members.  Not only that, but the materials that are being used, our union materials.  So something that's going to have an impact now and long into the future.  It's really awesome.  Once in a generation investment.  We see it moving.  We see the dirt being shoveled.  We're really thrilled to be here.",W,F,Democratic,Michigan,2024/9/18,11325,166,5.531709697,4.410216298,2024/9/25,20693,11325.0,0.547286522,5.53326557,0.008022036,4.421952607,-0.856889139,0.555308558,-11.60234801,0.95188462,-0.426230254,2.581254267,1.136087195,1.734361261,-0.656623525,1.090304635,1.529709942,-0.472553004,-0.099069908,1.709073381,-1.073962187,1.407355264,2.527151331,-0.858767827,2.099374123,0.313960468,0.293364454,0.555272483,0.334113451,0.409283236,0.380513909,0.355283597,0.39044873,0.668831169,0.582697243,0.324675325,0.298701299,0.318181818,-0.122548895,0.237325381,0.265297143,0.118750722,0.181818182,0.142857143,0.012987013,0.532467532,0.012987013,0.116883117,0.0,1.203660968770551,-0.1639789328881628,-0.2496143516206,0.9754829310690448,-1.1687498754763643,-0.3227226558944707,-0.2275496121820316
2024-09-18_22-01-39_UTC_Colin_Allred_DAExJonpB7l,2024/9/18,Colin Allred,DAExJonpB7l,0.557208515,19.56,5,73,99,"There are folks in the Congress who are trying to work across the aisle, who are trying to  get things done, who are trying to advance causes for the people we represent.  And then there are folks like Ted Cruz, who no matter how reasonable the effort is, who  no matter how productive the policy discussion could be, will never be a part of it, because  that's not what he's there to do.",L,M,Democratic,Texas,2024/9/18,757,20,-0.347970742,-0.499684332,2024/9/25,48892,757.0,0.015483106,-0.233098132,0.000409065,-0.457604285,-1.213753948,0.01589217,0.698374721,0.389991587,-0.136555828,-0.003855601,0.414149241,-1.544303128,-0.943517669,-1.212350167,-1.271359157,-0.844708288,-0.868879692,-1.726584292,3.478217316,-1.702629316,-0.275011674,-2.051754555,-0.318228959,-0.312635913,-0.127629118,0.431893999,0.345558307,0.260260202,0.235794034,0.185456914,0.412886737,0.221311475,0.2851339,0.549180328,0.483606557,0.549180328,-0.245290994,0.118233624,0.467890911,0.164341689,0.62295082,0.12295082,0.024590164,0.0,0.0,0.098360656,0.131147541,-0.509708497384958,-0.2344267250984674,-0.1863826678842634,-0.6079403942409531,0.6505122870853999,0.0527317571119682,-0.2230643925141623
2024-09-19_02-33-49_UTC_Ted_Cruz_DAFQQy2APJ-,2024/9/19,Ted Cruz,DAFQQy2APJ-,0.743959183,105.34,20,312,483,"Well, Sean, you're exactly right. The hard left is coming after me and they're coming after me  hard. My opponent, Colin Allred, is a radical left-wing congressman. He's voted with Nancy  Pelosi his first four years in the House. He voted with Pelosi 100 percent of the time.  He's voted for open borders repeatedly. He's voted to abolish the police and defund the police. He's  voted against ICE. He's voted against deporting illegal aliens who violently assault police  officers. He's voted for higher taxes, more spending. He's voted against oil and gas  and jobs in Texas. And yet money is flooding into the race. I am being outspent dramatically. He's  been on TV for three months straight. I just went on TV two weeks ago. And you could see why  if you look at the DNC convention, when he spoke at the DNC convention, at the end of his remarks,  the entire stadium spontaneously began chanting, beat Ted Cruz.  I was the white man.  only elected official who got that particular honor. I got to tell you, Sean, I feel pretty  proud of that because the people trying to destroy America, they're pissed off that I'm  standing in their way, but they're flooding cash in my race. Liz Cheney, who is out campaigning  for Kamala Harris, is campaigning for my opponent too. And the money is flowing in. So I need your  listeners to go to TedCruz.org, TedCruz.org, go and make a contribution of 25 or 50 or 100 bucks  or maybe even more, but go to TedCruz.org right now because Chuck Schumer is explicit. I'm his  number one target in the country and Schumer and Soros and Liz Cheney, they are coming after me  because they want to take out their opposition in the Senate and they want to have open borders.  They want to continue the destruction of our country.",W,M,Republican,Texas,2024/9/19,5184,183,0.070313419,-0.264402327,2024/9/26,1241976,5184.0,0.004173994,0.070064264,0.000147346,-0.264613491,0.609663036,0.00432134,-0.318354397,-0.391747289,-0.28627649,-0.778503829,-1.195065707,-0.472220084,-0.314882551,-0.692338904,-0.584351375,-0.588851531,0.401306452,0.792898001,-0.373626879,1.102771269,-0.349632754,0.275993555,0.88406413,0.252593209,-0.138840099,0.465542172,0.156869548,0.462541899,0.243539999,0.175098169,0.394456481,0.326403326,0.350270964,0.536382536,0.492723493,0.61954262,-0.522479815,0.230491051,0.144017764,0.128090726,0.280665281,0.243243243,0.002079002,0.068607069,0.128898129,0.029106029,0.247401247,-0.0327799000442267,-0.2626791440254034,-0.2496162984584154,-0.5675193168507473,0.563182987161588,-0.3186785438085457,-0.2276836329242018
2024-09-19_14-38-00_UTC_Elissa_Slotkin_DAGjLjBgOmG,2024/9/19,Elissa Slotkin,DAGjLjBgOmG,0.687745739,47.48396825,18,147,210,"So please have one or two uncomfortable conversations carefully.  Colleagues and friends are willing to have a conversation.  we have a window we haven't had a window in a in a bunch of years we have a window where those  uh... volunteering  talking to people, and the hardest thing,  have those conversations with people  who don't share your political views  for the first time in a few years.  If we work, we win.  And I know that people say that at events.  I am not kidding.  And it's hard, but there's nothing more effective than having a friend or a colleague actually  engage you on issues that are important to you.  but with purpose, because if we don't do that,  it's not gonna happen.  Our independent voter friends are still getting to know  Kamala Harris, and it's our job to help fill in  some of those gaps.",W,F,Democratic,Michigan,2024/9/19,123,1,-0.294856034,-0.559914966,2024/9/26,20685,123.0,0.005946338,-0.293467959,4.83e-05,-0.557945259,-0.904281137,0.005994682,0.945249176,1.349620453,0.157957429,-1.081607462,-0.949921397,1.226837355,0.516942064,0.360482005,0.681071986,0.974717545,-0.398440379,-0.326871907,-0.587618223,0.258346232,-0.091266055,0.693245097,-0.165980874,0.082459352,-0.100023399,0.507662319,0.373573294,0.361332095,0.126509156,0.090617909,0.49973335,0.305389222,0.537309623,0.508982036,0.407185629,0.377245509,-0.259199451,0.171492021,0.423213475,0.139629687,0.48502994,0.02994012,0.0,0.011976048,0.035928144,0.19760479,0.239520958,-0.1737288535294791,0.8049059935842207,1.4697790782869695,-0.5559571051607085,-0.4928099324468266,-0.2667192279136125,6.414638971467
2024-09-19_15-45-54_UTC_Colin_Allred_DAGq8uKJ_Pi,2024/9/19,Colin Allred,DAGq8uKJ_Pi,0.578747971,41.58,14,177,245,"We are having a very close election in which I'm running against Senator Cruz, of course,  but we're going to see a close election here that we see these stunts coming up.  And what I want Texans to do is to recognize what's happening, to not be intimidated,  and to say, if they're trying to stop me, why are they trying to stop me?  It must be because my vote is powerful.  I'm going to get out and I'm going to use it.  And this is something that I really want Texans to think about.  We want to make it so that every eligible voter can make their voice heard in their democracy.  That should be our goal.  And what Attorney General Paxton is doing, it flies in the face of our great history as Texans,  but also in the fundamentals of what our nation was founded on.  And we can't let this work.  We have to recognize what it is and we have to call it out.  I think it's outrageous. I think it's deeply un-American.",L,M,Democratic,Texas,2024/9/19,1124,32,-0.106435973,-0.29865526,2024/9/26,49255,1124.0,0.022820018,0.09425974,0.00064968,-0.187908528,-1.176046481,0.023469699,0.34445172,-0.519752965,-2.582981783,1.347812325,1.510432177,-1.141672432,0.320777809,-0.862549286,-1.130974434,-0.771606358,1.550522487,-1.726584292,1.552295218,-1.289929366,-0.404558358,-0.836785935,0.091155503,-0.229485567,-0.147092055,0.342928009,0.226252532,0.461884778,0.565264031,0.434692865,0.316059855,0.0,0.082249703,0.568627451,0.614379085,0.60130719,-0.359722299,0.043967408,0.370165896,0.041714477,0.0,0.019607843,0.0,0.803921569,0.0,0.0,0.176470588,-0.5133782264566995,-0.3366886700892068,-0.2542631247595616,-0.0171289305267555,0.6004524348985283,-0.3210690405279214,-0.2277761955473207
2024-09-19_16-33-47_UTC_Dave_McCormick_DAGwUxwut40,2024/9/19,Dave McCormick,DAGwUxwut40,0.537360177,42.32,11,149,204,"You know, they drill into you these concepts of duty on a country.  People throw those off quickly, but I think that was it.  I think this notion that there's this whole institution, I mean the military, West Point being part of it,  that the entire purpose is to have people defend America, that the whole thing is about selflessness.  The idea that leadership, which isn't what you think about when you read the books, leadership isn't about you.  It's about service to others.  Those were the concepts, and it got drilled into your head both by what you were taught,  but also by the example that you'd see in others.  I think it was fundamental.  I'm so grateful I had a chance to do it.  I don't think I had that concept of service to others embedded in me the way it came through after four years there.",W,M,Republican,Pennsylvania,2024/9/19,72,5,-1.125382325,-0.180752092,2024/9/26,882,72.0,0.081632653,-0.753994393,0.005668934,0.003150876,-0.626829576,0.087301587,2.083715361,-2.110516375,1.210860028,-0.395792151,-0.027316381,-0.935456792,-0.106044621,-0.32603868,0.039267667,-0.937747109,-0.099069908,-1.15397468,2.427714354,-1.826794776,-0.184798783,0.337361897,0.863430195,-0.337652638,-0.114075643,0.471385289,0.329278497,0.512794744,0.247789242,0.236520279,0.490560885,0.074074074,0.298279154,0.5,0.444444444,0.481481481,0.119118908,0.171667296,0.293340969,0.11617698,0.907407407,0.0,0.0,0.055555556,0.0,0.037037037,0.0,-0.510325809456131,-0.2199923113062811,0.5424787005299571,-0.0146498199187579,-0.0794646250435192,-0.0721928678524965,-0.2278268454694351
2024-09-19_16-54-05_UTC_Mike_Rogers_DAGyu5YvycR,2024/9/19,Mike Rogers,DAGyu5YvycR,0.644150326,12.8,3,46,75,"I'm Mike Rogers. I know that a decision about a pregnancy is one of the most difficult and personal decisions a woman will make.  Michigan voters have already decided the issue, and I respect that decision.  In the Senate, I won't do anything to change it.",L,M,Republican,Michigan,2024/9/19,76,4,-0.12950602,-0.273536718,2024/9/26,423,76.0,0.179669031,-0.076372821,0.009456265,-0.148518478,-0.880819111,0.189125296,0.457577196,-0.625729988,-1.992520276,1.294323679,0.125100558,-1.08276874,-1.074755587,-0.518965062,-0.904483506,-1.86813532,-0.868879692,0.372984286,2.622251939,-0.586166096,-0.432336022,-0.951779876,-1.023588202,-0.087692093,-0.151265337,0.3958111,0.259475672,0.496106956,0.085420361,0.049386788,0.487207255,0.097560976,0.269333338,0.609756098,0.487804878,0.585365854,-0.354680492,0.170210081,0.26316415,0.121444967,0.292682927,0.536585366,0.024390244,0.0,0.146341463,0.0,0.0,-0.5137306038769688,-0.3409800245473037,-0.2568736280084924,-0.6163756363951867,0.9534252948719548,-0.323999326780624,-0.2279142888850347
2024-09-19_18-38-46_UTC_Colin_Allred_DAG-vAAtIJi,2024/9/19,Colin Allred,DAG-vAAtIJi,0.524904226,28.7,10,105,154,"their country over their personal interests.  And I think that's what she's also motivating her to get involved in this Senate race,  that Ted Cruz was the architect in many ways of the effort in the Senate  to overturn the last American presidential election.  And there has to be consequences for that, and that makes you unfit for office,  and that's what Liz is saying.  and I respect her and I respect her because she did something that we see very rarely  in American politics.  It's my pudding.  Liz is a friend of mine and we serve together in the house and she's a patriot.",L,M,Democratic,Texas,2024/9/19,854,27,-0.284131852,-0.382417373,2024/9/26,49255,854.0,0.017338341,-0.150321353,0.000548168,-0.301689713,-1.176046481,0.017886509,0.566771158,-0.251174767,1.345462228,0.491493024,0.260450172,-1.558943028,0.568410112,-0.122794542,-0.225633795,0.178718743,-0.022088929,0.163027428,-0.373626879,-1.934784354,-0.078442977,-0.099482908,-1.00065101,-0.359410263,-0.098096875,0.399774476,0.245226427,0.266536326,0.187885894,0.148142014,0.398826711,0.262626263,0.432118678,0.525252525,0.484848485,0.474747475,-0.366194501,0.166240851,0.433437035,0.120883303,0.535353535,0.272727273,0.121212121,0.01010101,0.0,0.02020202,0.04040404,-0.5112073470313411,-0.3086067361150503,-0.2524978765274154,-0.5321862153109392,0.8787930423959122,-0.3009553729079958,-0.2256833762646008
2024-09-19_19-10-38_UTC_Bob_Casey_DAHCZLItkZK,2024/9/19,Bob Casey,DAHCZLItkZK,0.57556082,11.24,8,44,62,We're starting like this.  I think we can lean in and go.  Robert Fulton created the steamboat.  Pennsylvania guy.  I don't think this makes any sense.  It says he walks in and I imitate his voice.  I can't imitate his voice.  I can't ima-,L,M,Democratic,Pennsylvania,2024/9/19,321,10,-0.137618009,0.007531182,2024/9/26,20840,321.0,0.015403071,-0.134598803,0.000479846,0.014158867,-0.752551752,0.015882917,0.172860972,0.935908469,0.699540714,0.735765164,0.795388567,-0.901330496,-0.523705923,-1.328932694,-0.73382383,0.050790364,0.189608761,-0.151907859,-0.052639863,-0.901325492,0.489136681,-0.126744763,0.446436119,-0.151190072,-0.012824396,0.345869755,0.208934786,0.605411007,0.269367021,0.248695442,0.478494112,0.569230769,0.442267726,0.584615385,0.415384615,0.415384615,-0.212096488,0.239854929,0.279759537,0.160839196,0.261538462,0.061538462,0.015384615,0.215384615,0.015384615,0.0,0.430769231,-0.4524319934660203,0.8966040798779011,-0.2227269898990199,-0.3972098442850954,0.3681392506174107,-0.0760995691443218,1.3096002478367554
2024-09-19_19-18-37_UTC_Mike_Rogers_DAHDBkGPufU,2024/9/19,Mike Rogers,DAHDBkGPufU,0.622877442,181.7810431,59,648,902,"I don't know, but it's cost them.  I just got the Farm Bureau endorsement this week, which was pretty significant.  They haven't endorsed a Republican since 2006 for this seat.  Because we did talk to farmers, we are trying to understand exactly what's going on.  That regulatory environment that Washington, D.C. is putting on these farmers is going to put them out of business.  And now they're talking about increasing the estate tax.  What farmers care about is their kids and their grandkids.  And they want to be able to, A, produce enough food.  I hope they do make some money, by the way, so they can stay in business.  And they want to pass it on to their kids.  Democrats are saying you can't do that.  You're a terrible rich person.  140,000 farms have gone away, family farms.  We have 45,000 left in Michigan.  We're going to have to fight to keep those farms.  And we want to let them farm in the way that they can produce food.  I don't want to have my food come from out of the garden.  conference in 48 hours. What's up? I don't get it. And you know the scary part, he was  there for 12 hours. This has a bigger set of problems for the Secret Service. But the  conversation in America, they don't want to talk about the first one. They don't want  to talk about the second one. I just talked to a U.S. Senator last night who had their  house shot up, a Republican. Something's going on and I think they're afraid to talk about  it. They need to come out and set this record straight and their rhetoric must stop.  So you saw the autoworker for Trump just a little bit ago on your program.  That is completely different.  He's getting 65 and 70 percent of autoworkers saying they're going to vote for us.  We encounter that in the small manufacturing facilities that feed into the big UAW building  plants.  We have a million, over a million people building internal combustion engine parts and things  to build a car.  Those folks are starting to drift to a Republican because they see the problem and the damage  that the Democrats have done to the industry in the state.  It's 40 percent less labor.  If you just do a straight math problem, you have 1.1 million people building gas engine  cars.  You take 40 percent.  That's 400,000 manufacturing jobs out of the state of Michigan because of the EV mandates.  They're saying this is not for me.  So they're talking about.  Oh, absolutely.  This is a big issue.  Thank you.  We feel very, very good about it.  And that 80 percent, we're feeling it out in diners and other things that we do.  Matter of fact, we do a diner tour in Michigan.  I have found more common sense in the average Michigan diner than all the committee rooms back in Washington, D.C.  And they come up with some great ideas.  And here's the problems that they say, Dana, listen, this is broken.  And that's why I think you see that high number.  This is the first time in history, just within the last four years, because of the Democrats, we import more food than we export.  We have more foreign produced cars in America than domestic cars.  Your credit card debt has gone over a trillion dollars.  And the interest payment on our national debt is going to surpass Department of Defense.  And so I think people are ready for that change.  They want to get back to what works.  You know, EV mandates really disrupting American, not only American auto industry, but in Michigan, when the rest of the country gets a cold, we get pneumonia.  Do you have an answer for that?  I don't have an answer.  You mean you're talking about President Trump?",L,M,Republican,Michigan,2024/9/19,112,1,0.029312869,-0.562032476,2024/9/26,423,112.0,0.264775414,0.192323327,0.002364066,-0.252939421,-0.880819111,0.26713948,0.604800236,0.227430786,0.475177264,-0.173388302,0.057144841,-1.411857995,-0.406521662,-1.093931835,-1.024245228,0.300142289,0.42283503,-1.19279567,0.518608217,-0.642856357,-0.118352588,0.226339005,-0.122554981,-0.099113986,-0.104092847,0.384302642,0.346377421,0.404455614,0.132598637,0.109019727,0.289915516,0.223908918,0.242617985,0.490530303,0.479166667,0.517045455,-0.219990624,0.191609523,0.438033904,0.170625932,0.390151515,0.185606061,0.026515152,0.039772727,0.026515152,0.327651515,0.001893939,-0.5068937368024993,-0.2055608808887292,1.0986289587323843,-0.4596446290865067,0.3102247544122266,-0.1181598589648104,-0.2118990419110065
2024-09-19_22-14-41_UTC_Sherrod_Brown_DAHXaFLt3Dw,2024/9/19,Sherrod Brown,DAHXaFLt3Dw,0.804484618,27.67297052,19,110,138,"Yeah, you had those shirts.  Yeah.  UFCW.  Get this woman here.  You again? How'd you get over here so fast?  I followed the camera.  Why don't you all...  Yeah, but it doesn't show up.  They show up across the room.  Okay.  Tell them to wear your yellow shirt so those other shirts don't work.  So you need a yellow shirt.  Anybody else UFCW?  All the UFCW, get in here.  All right.  By selling the chocopie, like 10 people came.  There were about 10, except they had yellow shirts.  And now there are only two of you.  I was in Chillicothe and there were like 10 of you in these shirts.",L,M,Democratic,Ohio,2024/9/19,-1,3,,-0.559682433,2024/9/26,29852,,,,0.000100496,-0.557134873,-1.080576586,,,1.140954822,1.183089851,-0.156357713,0.889594018,2.923306327,3.079579299,1.510445752,-0.014330549,0.121861686,0.542438246,-0.326871907,-0.230965983,2.873323054,0.958539128,1.500480936,1.326100461,0.609322097,0.057698059,0.404618231,0.194759027,0.508852729,0.21889871,0.151878642,0.458355178,0.364705882,0.557319474,0.511627907,0.5,0.406976744,-0.157006949,0.200757047,0.325062642,0.183965011,0.38372093,0.046511628,0.034883721,0.337209302,0.058139535,0.11627907,0.011627907,5.574599341204815,-0.3288460464818198,-0.2284404776276383,2.2058602462855883,-4.555611316254521,-0.3181053658858168,-0.2092583330131615
